id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review
9315567,48351548,Manhattan,Harlem,Private room,,30,11,2016-07-04
11271036,8145820,Manhattan,East Harlem,Private room,,30,1,2016-02-24
741730313598556488,446770142,Manhattan,Chelsea,Entire home/apt,376.0,1,288,2024-08-31
9364750,48592068,Manhattan,Washington Heights,Private room,,30,0,
6741094,35299368,Manhattan,Murray Hill,Private room,,30,1,2015-06-21
11315999,5577926,Queens,Astoria,Private room,,30,72,2019-06-15
755105772226825440,486770819,Manhattan,Midtown,Entire home/apt,395.0,30,7,2023-12-30
6939668,36387290,Manhattan,Upper West Side,Entire home/apt,,30,0,
1189893799929838102,446820235,Manhattan,Murray Hill,Entire home/apt,334.0,30,0,
994196156227828711,340356722,Manhattan,East Harlem,Private room,160.0,30,0,
9517131,42807409,Manhattan,Financial District,Private room,,30,0,
9517488,31248442,Manhattan,West Village,Entire home/apt,,30,1,2018-05-21
6994259,36673376,Brooklyn,Clinton Hill,Entire home/apt,,30,71,2024-02-04
867079122495231528,501999278,Manhattan,Theater District,Hotel room,198.0,1,0,
11568026,5333348,Manhattan,Tribeca,Entire home/apt,,30,0,
9550807,21787440,Manhattan,Washington Heights,Private room,,30,1,2016-01-01
1192903501898923056,683230,Manhattan,Midtown,Entire home/apt,620.0,30,0,
9607482,36380016,Manhattan,Midtown,Entire home/apt,,30,6,2016-01-27
9610704,15337454,Manhattan,West Village,Private room,,30,1,2016-01-05
878504836455661519,490117218,Queens,Far Rockaway,Private room,43.0,30,3,2024-08-31
611108851793385835,3223938,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
12951215,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,4,2021-04-09
7036285,36889987,Manhattan,Stuyvesant Town,Shared room,,30,0,
11618338,4829797,Brooklyn,Williamsburg,Private room,,30,0,
9614785,6040624,Brooklyn,Sunset Park,Entire home/apt,,30,223,2023-11-25
11659296,49572092,Brooklyn,Williamsburg,Entire home/apt,,180,9,2017-11-28
11667455,61938683,Manhattan,Upper West Side,Entire home/apt,,30,0,
11650863,61800014,Manhattan,Lower East Side,Entire home/apt,,30,293,2023-01-16
7054267,36998520,Manhattan,Upper East Side,Entire home/apt,,30,0,
7062446,16639377,Manhattan,Midtown,Private room,,30,0,
50484087,31925547,Queens,Astoria,Entire home/apt,,30,9,2023-08-27
20936537,71292398,Brooklyn,Bushwick,Private room,,30,1,2017-11-01
16965705,3483600,Manhattan,Washington Heights,Private room,,30,0,
21042534,2575895,Brooklyn,Crown Heights,Entire home/apt,,30,10,2021-04-10
16983203,113682832,Queens,Jamaica,Entire home/apt,,30,44,2024-08-01
21139995,12424361,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,7,2018-12-29
21148021,17767705,Manhattan,East Harlem,Private room,,30,3,2018-01-04
21141576,152530167,Queens,Flushing,Entire home/apt,,30,23,2019-06-06
17107656,65971028,Manhattan,East Village,Entire home/apt,,30,2,2017-09-01
21174364,109074907,Manhattan,Upper East Side,Entire home/apt,,30,0,
18358343,127080012,Manhattan,NoHo,Private room,,30,25,2018-04-30
615401329818769718,3223938,Brooklyn,Bedford-Stuyvesant,Private room,47.0,30,0,
13407328,23244570,Brooklyn,Prospect Heights,Entire home/apt,,30,5,2016-06-28
18415505,11191325,Manhattan,Harlem,Entire home/apt,,30,35,2020-01-05
18432636,107778395,Brooklyn,Williamsburg,Private room,,30,6,2018-07-05
13422992,11274802,Manhattan,Lower East Side,Private room,,30,39,2019-07-26
18455236,3470710,Brooklyn,Williamsburg,Entire home/apt,,30,40,2020-01-02
43054170,61391963,Manhattan,Kips Bay,Entire home/apt,56.0,30,5,2024-06-07
48313976,5085140,Brooklyn,Williamsburg,Entire home/apt,,30,2,2021-06-29
18629621,83141510,Brooklyn,Bushwick,Entire home/apt,,30,0,
13532128,3239574,Brooklyn,Clinton Hill,Entire home/apt,,30,5,2016-12-11
18625919,129396046,Brooklyn,East New York,Private room,,30,269,2023-10-26
9046095,12995701,Manhattan,West Village,Entire home/apt,,30,1,2016-01-01
731712826444841903,61391963,Manhattan,Kips Bay,Entire home/apt,153.0,30,4,2024-05-10
9047417,31153462,Manhattan,Nolita,Entire home/apt,,30,3,2016-01-05
9050373,1393469,Brooklyn,Flatbush,Entire home/apt,,30,27,2020-02-09
6408849,33426004,Manhattan,Murray Hill,Entire home/apt,,30,3,2015-07-26
12737915,15019621,Brooklyn,Williamsburg,Private room,,30,1,2016-05-07
9097241,47430022,Brooklyn,Bay Ridge,Private room,,30,40,2024-02-02
835388985998897862,496944100,Manhattan,Tribeca,Entire home/apt,445.0,1,0,
9107772,4055295,Manhattan,Harlem,Entire home/apt,,30,16,2016-12-27
550741674554463731,442679011,Manhattan,East Harlem,Private room,139.0,30,39,2023-11-06
6560165,23311838,Manhattan,Upper West Side,Entire home/apt,,30,4,2016-06-11
9217592,881301,Brooklyn,Clinton Hill,Entire home/apt,,30,9,2019-12-12
6588947,19233353,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,0,
808629974245769898,442029804,Manhattan,Midtown,Entire home/apt,243.0,30,0,
13239693,27652670,Brooklyn,Greenpoint,Entire home/apt,,30,12,2016-11-25
52836962,10557507,Manhattan,Hell's Kitchen,Entire home/apt,170.0,30,6,2024-08-18
6627016,263614,Brooklyn,Greenpoint,Entire home/apt,,30,1,2015-06-25
9249776,11120994,Manhattan,Upper West Side,Entire home/apt,,30,0,
6688780,11199830,Manhattan,Marble Hill,Private room,,30,1,2015-11-09
7294773,292630,Manhattan,East Village,Entire home/apt,165.0,30,17,2023-11-13
53153292,399868350,Manhattan,Harlem,Private room,,30,163,2023-10-23
9349221,35489917,Brooklyn,Williamsburg,Private room,,30,5,2016-05-01
6722799,21079341,Manhattan,Chelsea,Entire home/apt,,30,5,2019-12-29
53501342,433237033,Brooklyn,Sunset Park,Private room,,30,2,2022-01-01
46121940,310588738,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
53756834,431476577,Brooklyn,Bushwick,Private room,78.0,30,0,
11298300,4726696,Manhattan,Upper West Side,Entire home/apt,,30,1,2016-03-24
46142886,238989521,Queens,Sunnyside,Private room,,30,2,2021-12-12
1029680267172423523,17649482,Manhattan,NoHo,Entire home/apt,483.0,30,0,
9405124,19059946,Manhattan,Upper West Side,Private room,,30,1,2016-01-05
53802072,206144059,Queens,Rosedale,Entire home/apt,,30,5,2022-07-10
9414521,23850513,Manhattan,Morningside Heights,Entire home/apt,,30,3,2017-01-01
6882689,4040200,Manhattan,Lower East Side,Entire home/apt,,30,16,2016-04-05
6898240,11395856,Manhattan,Kips Bay,Entire home/apt,,30,6,2015-12-29
9475494,3394386,Manhattan,Upper East Side,Entire home/apt,,30,1,2015-12-27
594108734920583369,450955146,Brooklyn,Bushwick,Private room,113.0,30,104,2023-10-28
9477096,49120717,Manhattan,Harlem,Private room,,30,1,2015-12-21
1208376265583829139,3223938,Brooklyn,Bedford-Stuyvesant,Private room,43.0,30,0,
1035370368418119898,107434423,Manhattan,Financial District,Entire home/apt,402.0,31,1,2024-06-01
9527971,14021017,Manhattan,Upper East Side,Private room,,30,1,2019-05-05
6986600,4394871,Brooklyn,Clinton Hill,Entire home/apt,,30,12,2020-03-15
6989258,7339760,Manhattan,East Harlem,Entire home/apt,,30,1,2015-08-13
6989436,36644635,Manhattan,East Harlem,Private room,,30,174,2020-03-13
11545797,8167445,Brooklyn,Bedford-Stuyvesant,Private room,,30,9,2017-11-10
46157142,2739367,Brooklyn,Williamsburg,Private room,,30,0,
9545059,49431548,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,1,2015-12-03
16377144,7310057,Queens,Astoria,Private room,,30,11,2024-01-21
20521092,5190439,Brooklyn,Bushwick,Private room,,30,8,2017-10-01
16378007,53179388,Manhattan,Midtown,Entire home/apt,,30,4,2019-11-02
16390105,2455580,Brooklyn,Fort Greene,Entire home/apt,,30,0,
20532490,2789221,Brooklyn,Williamsburg,Entire home/apt,,30,8,2018-12-02
16394824,107398940,Manhattan,West Village,Entire home/apt,,30,1,2017-01-02
16391952,17764574,Brooklyn,Brooklyn Heights,Private room,,30,0,
16393500,23099342,Brooklyn,Fort Greene,Private room,,30,2,2017-01-02
34485317,261761719,Manhattan,Midtown,Private room,471.0,1,21,2024-06-23
20573565,125692898,Brooklyn,Bushwick,Private room,,30,0,
866880327681411530,501999278,Manhattan,Theater District,Hotel room,221.0,1,1,2023-10-09
16450351,14416504,Manhattan,Financial District,Private room,,30,0,
20607037,47267079,Manhattan,Murray Hill,Entire home/apt,,30,9,2018-03-31
37122162,266755066,Manhattan,Lower East Side,Private room,414.0,1,1183,2024-08-19
20881198,85016972,Manhattan,Hell's Kitchen,Private room,,30,5,2018-05-10
741485191372649724,36477189,Manhattan,Flatiron District,Entire home/apt,198.0,30,1,2024-04-05
808628302996990115,442029804,Manhattan,Midtown,Entire home/apt,210.0,30,0,
20902644,110348515,Brooklyn,Greenpoint,Private room,,30,7,2018-04-01
16778903,43601551,Manhattan,East Harlem,Private room,,30,3,2019-09-22
943532117931729388,408979935,Manhattan,Gramercy,Entire home/apt,109.0,1,23,2024-08-09
1040156,3740730,Manhattan,Chelsea,Entire home/apt,942.0,30,177,2023-12-06
16841998,112127289,Brooklyn,Bushwick,Private room,,30,3,2017-06-19
623087251740124065,450955146,Brooklyn,Bushwick,Private room,113.0,30,64,2023-08-29
960807923889705033,326084746,Manhattan,Midtown,Private room,3804.0,1,0,
25234732,1497427,Manhattan,Upper East Side,Entire home/apt,130.0,30,17,2023-03-31
16994272,570464,Manhattan,Harlem,Entire home/apt,,30,8,2019-09-25
17023406,114178347,Queens,Astoria,Shared room,,30,3,2017-03-20
46211541,29857291,Bronx,Spuyten Duyvil,Private room,,60,0,
21118650,145187951,Brooklyn,Bedford-Stuyvesant,Private room,,30,21,2020-09-01
1164675356640434495,446820235,Manhattan,Hell's Kitchen,Entire home/apt,658.0,30,0,
17415890,9558820,Brooklyn,Williamsburg,Entire home/apt,,30,6,2018-07-19
785551578162671182,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
867919344637537365,501999278,Manhattan,Theater District,Hotel room,197.0,1,0,
17496511,118547015,Manhattan,SoHo,Entire home/apt,,30,16,2018-08-25
17506469,53759518,Brooklyn,Williamsburg,Private room,,30,0,
17543905,7976263,Manhattan,Chelsea,Private room,,30,0,
17684359,119829743,Manhattan,Chelsea,Entire home/apt,,30,7,2018-01-26
17972466,33200173,Manhattan,Upper West Side,Private room,,30,3,2017-09-26
13430012,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2017-08-08
13430483,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2017-06-20
13431793,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2016-11-01
13452384,2489602,Manhattan,East Village,Private room,,30,0,
13452799,76849055,Brooklyn,Williamsburg,Private room,,30,3,2016-07-20
13468421,31376201,Queens,Kew Gardens,Private room,,30,0,
18507671,5440952,Manhattan,Upper West Side,Shared room,,30,0,
659952,3166753,Manhattan,Hell's Kitchen,Entire home/apt,456.0,30,47,2020-01-02
627371470100795624,459192204,Manhattan,Lower East Side,Entire home/apt,489.0,30,3,2023-05-27
9333533,48442001,Brooklyn,Williamsburg,Private room,,30,4,2016-03-20
12846033,62225580,Manhattan,West Village,Entire home/apt,,30,0,
6766662,35426209,Queens,Astoria,Entire home/apt,,30,3,2016-08-01
11294566,59018284,Brooklyn,Bedford-Stuyvesant,Private room,,30,5,2016-04-25
470330,2333508,Brooklyn,Williamsburg,Private room,,90,5,2023-03-08
6795231,1295985,Brooklyn,Boerum Hill,Entire home/apt,,30,15,2020-12-12
9381449,27499750,Brooklyn,Williamsburg,Entire home/apt,,30,0,
9382195,48674244,Brooklyn,Sunset Park,Entire home/apt,,30,7,2017-08-31
9384367,48627335,Manhattan,Kips Bay,Private room,,30,0,
11360854,1565924,Manhattan,East Harlem,Private room,,30,1,2016-12-30
9377185,1021134,Brooklyn,Williamsburg,Private room,,30,1,2016-08-08
11370207,12797993,Brooklyn,Bushwick,Private room,,30,6,2016-11-06
11421969,6735659,Manhattan,Upper East Side,Private room,,30,5,2016-09-16
9415109,48816743,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,18,2017-01-02
611489940966512511,3223938,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
1034533363706380653,107434423,Manhattan,Financial District,Entire home/apt,438.0,31,0,
11439224,60112093,Manhattan,Kips Bay,Private room,,30,12,2017-12-08
12902686,70686576,Brooklyn,Fort Hamilton,Entire home/apt,,30,1,2016-06-23
11411839,18873268,Brooklyn,Bedford-Stuyvesant,Private room,,30,3,2016-09-11
866899461988989385,501999278,Manhattan,Theater District,Hotel room,156.0,1,2,2024-03-03
13274366,16016579,Queens,Corona,Shared room,,30,1,2016-11-26
9444819,14266812,Manhattan,Upper East Side,Entire home/apt,,30,0,
6921974,35921273,Brooklyn,Williamsburg,Entire home/apt,,30,1,2015-07-14
670869996943190290,61391963,Manhattan,Kips Bay,Entire home/apt,197.0,30,2,2024-05-26
687959926587702316,12246186,Bronx,Belmont,Entire home/apt,,30,29,2023-08-24
11641258,61719199,Manhattan,Flatiron District,Entire home/apt,,30,4,2018-01-01
4059620,2788262,Manhattan,NoHo,Entire home/apt,219.0,30,323,2024-04-07
808630550223421071,442029804,Manhattan,Midtown,Entire home/apt,276.0,30,0,
53191415,21462953,Manhattan,Hell's Kitchen,Entire home/apt,,30,19,2023-05-30
16491507,4033160,Brooklyn,Williamsburg,Private room,,30,3,2017-01-01
20711534,8138665,Brooklyn,Bushwick,Private room,,30,1,2019-02-18
20912594,12123995,Manhattan,Hell's Kitchen,Private room,210.0,30,148,2023-11-25
1178865375768074643,107434423,Brooklyn,Williamsburg,Entire home/apt,449.0,30,0,
20665380,8502406,Brooklyn,Crown Heights,Entire home/apt,,30,18,2019-11-16
48137872,25703731,Brooklyn,Williamsburg,Entire home/apt,,30,25,2023-09-04
1203881551421764939,31664236,Manhattan,Stuyvesant Town,Entire home/apt,,30,0,
20758395,148686255,Brooklyn,Williamsburg,Private room,,30,6,2018-01-04
53512507,4035309,Brooklyn,Williamsburg,Entire home/apt,220.0,30,35,2024-05-01
20788590,149014739,Queens,Woodside,Private room,,30,11,2017-11-06
20801388,3607821,Manhattan,East Village,Entire home/apt,,30,5,2018-04-14
20811403,95416322,Queens,Forest Hills,Entire home/apt,,30,16,2019-01-01
923284967585951633,35355701,Brooklyn,Williamsburg,Entire home/apt,750.0,30,1,2024-06-16
808630713892978799,442029804,Manhattan,Midtown,Entire home/apt,276.0,30,0,
46833665,43654009,Manhattan,Upper East Side,Entire home/apt,175.0,30,57,2023-08-19
658366,3319410,Manhattan,Gramercy,Entire home/apt,319.0,30,239,2024-07-27
724547158315559722,1248858,Brooklyn,Bedford-Stuyvesant,Entire home/apt,220.0,30,0,
1111609937553723816,566582358,Manhattan,Theater District,Entire home/apt,430.0,1,0,
957967655576972781,243288727,Manhattan,Midtown,Entire home/apt,285.0,30,0,
17210810,6950431,Manhattan,West Village,Entire home/apt,,30,1,2017-02-20
955168568146763274,9293730,Manhattan,Upper East Side,Entire home/apt,204.0,30,2,2024-08-01
17223109,10160214,Manhattan,Chelsea,Entire home/apt,,30,26,2024-07-03
941557907167199278,61391963,Manhattan,Kips Bay,Entire home/apt,162.0,30,0,
17398122,117367210,Manhattan,Harlem,Entire home/apt,,30,22,2018-03-02
17963856,24010376,Manhattan,Inwood,Private room,,30,1,2017-12-28
18005257,1030491,Manhattan,Upper West Side,Entire home/apt,,180,0,
18018752,63749946,Brooklyn,Crown Heights,Entire home/apt,,30,115,2022-06-20
18043457,15651644,Manhattan,Lower East Side,Private room,,30,1,2017-05-21
18063815,50366453,Manhattan,Upper East Side,Entire home/apt,,30,3,2017-06-11
51061698,253242801,Brooklyn,Bedford-Stuyvesant,Entire home/apt,210.0,30,3,2023-05-07
1010503905929192028,479247124,Manhattan,Hell's Kitchen,Entire home/apt,332.0,1,267,2024-09-03
18092438,17428203,Manhattan,Upper East Side,Entire home/apt,,31,0,
46265763,374607003,Manhattan,Inwood,Entire home/apt,,30,11,2021-06-14
18180304,7598580,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,31,1,2018-10-03
18253938,23168773,Manhattan,Inwood,Entire home/apt,,30,16,2018-01-03
898077144962515384,13750972,Brooklyn,Bedford-Stuyvesant,Entire home/apt,357.0,30,2,2023-12-31
13370053,75915628,Brooklyn,Greenpoint,Entire home/apt,,30,3,2016-12-21
13492449,31489150,Manhattan,West Village,Entire home/apt,,30,2,2016-09-17
866882294421227568,501999278,Manhattan,Theater District,Hotel room,197.0,1,0,
1177528855666992778,446820235,Manhattan,Murray Hill,Entire home/apt,681.0,30,0,
868527466537394663,501999278,Manhattan,Theater District,Entire home/apt,821.0,1,0,
52519097,8067,Brooklyn,Crown Heights,Private room,,30,61,2023-09-03
875357207348852810,228879817,Queens,Flushing,Private room,103.0,1,50,2024-09-01
52324528,423484073,Manhattan,Midtown,Private room,88.0,30,27,2024-04-30
13514115,3886532,Brooklyn,Bushwick,Private room,,30,126,2020-03-16
18675599,129812563,Brooklyn,Bushwick,Private room,,30,10,2017-09-20
13573310,78286572,Brooklyn,Williamsburg,Private room,,30,2,2017-05-29
13564134,78176513,Manhattan,Harlem,Entire home/apt,,30,118,2023-12-03
13595786,6802844,Brooklyn,Bushwick,Entire home/apt,,30,0,
1152219825700776277,17775359,Manhattan,Chelsea,Entire home/apt,787.0,30,1,2024-07-21
18686501,63026371,Manhattan,Upper West Side,Shared room,,30,0,
13622777,68760676,Brooklyn,Bedford-Stuyvesant,Private room,,30,1,2016-08-01
18715285,63749946,Brooklyn,Crown Heights,Entire home/apt,,30,84,2022-07-09
13634685,1511614,Manhattan,Upper West Side,Entire home/apt,,30,29,2018-04-08
18927333,3955342,Brooklyn,Sunset Park,Private room,,30,3,2017-07-11
18922939,15553988,Manhattan,Harlem,Entire home/apt,,30,26,2024-02-12
42835727,61391963,Manhattan,Kips Bay,Entire home/apt,58.0,30,11,2024-05-31
835388330448977289,496944100,Manhattan,Tribeca,Entire home/apt,445.0,1,0,
13891302,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,2,2022-01-16
11715651,61391963,Manhattan,Kips Bay,Entire home/apt,153.0,30,19,2024-07-27
1176757652865351125,581206679,Manhattan,Midtown,Entire home/apt,460.0,1,0,
18852048,108922928,Bronx,Allerton,Private room,,30,1,2017-06-01
13689706,46083939,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,34,2018-01-01
18894145,24589216,Brooklyn,Williamsburg,Private room,,30,19,2019-02-02
945753993360829251,292630,Manhattan,East Village,Entire home/apt,160.0,30,0,
611382914426442073,3223938,Brooklyn,Bedford-Stuyvesant,Private room,,90,0,
19268922,134741341,Queens,Astoria,Private room,,30,15,2019-08-16
1166464491625283879,431476577,Brooklyn,Bushwick,Private room,56.0,30,0,
14101329,13225047,Brooklyn,Williamsburg,Private room,,30,53,2018-03-15
1169425666098994894,394002426,Manhattan,Midtown,Entire home/apt,166.0,30,0,
14556661,90125781,Manhattan,Harlem,Entire home/apt,,90,2,2021-01-31
19550838,308068,Manhattan,Harlem,Entire home/apt,,30,2,2017-09-05
50644300,46430057,Queens,Sunnyside,Entire home/apt,,30,1,2021-10-11
808627685964930371,442029804,Manhattan,Midtown,Entire home/apt,210.0,30,0,
648543338159103074,243288727,Manhattan,Midtown,Entire home/apt,285.0,30,0,
14932887,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,6,2023-11-03
808629644846116021,442029804,Manhattan,Midtown,Entire home/apt,243.0,30,0,
15021783,94820583,Manhattan,Chelsea,Private room,,30,2,2016-10-29
15050192,95117581,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,6,2016-12-31
15423552,98853519,Manhattan,Upper West Side,Entire home/apt,,30,17,2019-12-12
19767372,139511753,Queens,Astoria,Entire home/apt,,30,2,2017-10-27
15453848,11304670,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,4,2019-07-17
15481730,1093220,Brooklyn,Bushwick,Private room,,30,29,2023-04-30
1186211307589561873,446820235,Manhattan,Upper West Side,Entire home/apt,334.0,30,0,
15545469,14482375,Brooklyn,Greenpoint,Private room,,30,19,2019-06-27
21950350,11486122,Brooklyn,Bushwick,Private room,,30,2,2018-01-01
48467390,13135873,Manhattan,Upper West Side,Entire home/apt,,30,21,2023-11-16
15648008,18727732,Brooklyn,Williamsburg,Entire home/apt,,30,34,2024-01-31
19843731,137832487,Bronx,Longwood,Private room,,30,5,2023-06-11
19859697,9121644,Queens,Ridgewood,Private room,,30,5,2017-09-02
47944133,2930761,Queens,Fresh Meadows,Private room,68.0,30,13,2024-07-24
489018,864370,Manhattan,East Village,Entire home/apt,,31,63,2020-02-22
15672772,2394687,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,1,2018-10-06
15742916,8881924,Manhattan,Chinatown,Entire home/apt,,30,7,2020-04-05
15733832,101653570,Brooklyn,Bedford-Stuyvesant,Private room,,30,260,2024-06-05
1035641818891250209,548166230,Manhattan,Murray Hill,Entire home/apt,639.0,1,47,2024-08-24
750831966763923881,251807178,Queens,Woodhaven,Private room,49.0,30,4,2023-06-20
863865333531295342,445134208,Manhattan,Midtown,Entire home/apt,119.0,30,3,2024-06-30
15769964,30283594,Manhattan,Hell's Kitchen,Entire home/apt,,30,3,2022-01-25
904535398460438459,326084746,Manhattan,Midtown,Private room,105.0,1,1,2023-11-27
19880329,6861839,Manhattan,Chelsea,Entire home/apt,,30,1,2017-12-29
866879808438077475,501999278,Manhattan,Theater District,Hotel room,177.0,1,0,
11840404,61391963,Manhattan,Kips Bay,Entire home/apt,56.0,30,18,2024-07-29
808629343999219473,442029804,Manhattan,Midtown,Entire home/apt,243.0,30,0,
48562814,383332265,Manhattan,Chelsea,Private room,,1,27,2024-03-28
20233308,142235171,Manhattan,Washington Heights,Entire home/apt,,30,17,2019-06-18
1177585263100246282,446820235,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
808630467328402208,442029804,Manhattan,Midtown,Entire home/apt,276.0,30,0,
43614309,6677589,Bronx,Kingsbridge,Private room,,30,0,
835386781729378758,496944100,Manhattan,Tribeca,Entire home/apt,461.0,1,0,
23869761,29326392,Brooklyn,Bushwick,Private room,,30,0,
22734483,45241930,Manhattan,Upper East Side,Entire home/apt,,60,5,2019-07-02
22417648,25064629,Manhattan,Two Bridges,Private room,,30,86,2023-11-15
22868847,12624093,Manhattan,Upper West Side,Entire home/apt,,30,3,2018-04-06
22906559,2076284,Queens,Ridgewood,Private room,,30,0,
22227015,4332666,Manhattan,Upper West Side,Entire home/apt,,30,7,2018-10-18
22019711,70338191,Manhattan,Washington Heights,Private room,,30,57,2019-08-24
1163909514395111317,446820235,Manhattan,Murray Hill,Entire home/apt,974.0,30,0,
24299542,25093840,Manhattan,Murray Hill,Private room,,30,3,2018-05-30
26272989,19562,Brooklyn,Prospect Heights,Entire home/apt,,30,1,2020-08-31
1127745978749029148,566582358,Manhattan,Theater District,Entire home/apt,417.0,1,0,
924755008538247849,408979935,Manhattan,Gramercy,Entire home/apt,126.0,1,17,2024-08-16
1026443970774362027,546883301,Manhattan,Hell's Kitchen,Private room,171.0,3,22,2024-08-19
551334234415439458,295469,Brooklyn,Bushwick,Private room,45.0,30,0,
1164504163027712009,446820235,Manhattan,Upper West Side,Entire home/apt,1180.0,30,0,
29877195,113274391,Manhattan,Murray Hill,Entire home/apt,,30,0,
868484441612518606,501999278,Manhattan,Theater District,Hotel room,394.0,1,0,
24412681,184233409,Staten Island,Port Richmond,Entire home/apt,,30,24,2021-08-10
27955820,58905707,Manhattan,Hell's Kitchen,Entire home/apt,,30,14,2018-12-30
29878723,2494204,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,41,2023-08-24
28201587,73048575,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2022-12-28
1139334392071199782,573350247,Manhattan,Midtown,Private room,188.0,3,3,2024-08-17
868484804603018635,501999278,Manhattan,Theater District,Hotel room,394.0,1,0,
808627859776945520,442029804,Manhattan,Midtown,Entire home/apt,210.0,30,0,
48716450,19303369,Queens,Woodside,Private room,,30,0,
1105531878875307358,303991288,Manhattan,Hell's Kitchen,Private room,195.0,1,18,2024-08-30
29413438,4932876,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,1,2018-12-02
866873207047215847,501999278,Manhattan,Theater District,Hotel room,198.0,1,1,2023-09-17
43669769,319889338,Brooklyn,East Flatbush,Shared room,,30,0,
25669472,121851703,Queens,Queens Village,Entire home/apt,,30,70,2024-05-22
26750461,40643524,Queens,Sunnyside,Shared room,,30,0,
1164399011166310274,446820235,Manhattan,Hell's Kitchen,Entire home/apt,647.0,30,0,
48768760,263720409,Queens,Long Island City,Private room,,1,80,2024-08-18
29452507,977716,Brooklyn,Carroll Gardens,Entire home/apt,,30,1,2018-11-25
29492316,31994,Manhattan,Upper West Side,Entire home/apt,,30,15,2019-01-20
1091245575223347519,29468219,Manhattan,Upper East Side,Entire home/apt,179.0,30,0,
1131199678915256291,482538796,Manhattan,East Village,Entire home/apt,412.0,30,0,
26813610,19303369,Queens,Woodside,Private room,,30,12,2024-02-24
52025707,15625009,Manhattan,Hell's Kitchen,Private room,45.0,100,2,2024-01-02
24783060,187388261,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,1,2018-12-31
13494895,50945119,Manhattan,East Harlem,Private room,,30,0,
18648243,128531725,Manhattan,Harlem,Private room,,30,49,2020-03-24
18655599,36522433,Brooklyn,Fort Greene,Entire home/apt,,30,1,2017-08-29
1135430458290929109,190154361,Manhattan,Upper East Side,Entire home/apt,163.0,30,0,
18656413,110031106,Manhattan,Financial District,Private room,,30,2,2017-06-04
13572291,48681901,Manhattan,East Village,Entire home/apt,,30,14,2020-01-30
882658634488494074,22541573,Manhattan,Theater District,Entire home/apt,269.0,30,0,
808631713116748676,442029804,Manhattan,Midtown,Entire home/apt,374.0,30,0,
18792188,13907788,Manhattan,Greenwich Village,Private room,,30,16,2020-01-14
13666116,79459633,Manhattan,Morningside Heights,Private room,,30,8,2017-09-11
13685550,79704239,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
41984853,45677054,Brooklyn,Bedford-Stuyvesant,Entire home/apt,264.0,30,76,2023-12-03
13733036,36234842,Manhattan,Little Italy,Entire home/apt,,30,0,
853544111045060406,61391963,Manhattan,Kips Bay,Entire home/apt,56.0,30,4,2024-01-18
1092293064803917599,431476577,Brooklyn,Bushwick,Private room,77.0,30,0,
13805038,8539684,Brooklyn,Williamsburg,Entire home/apt,,30,9,2017-03-05
13795744,49294106,Brooklyn,Bushwick,Private room,,30,62,2019-07-30
19069048,778994,Manhattan,East Village,Entire home/apt,,30,4,2018-07-01
19099408,4956248,Brooklyn,Greenpoint,Entire home/apt,,30,16,2019-08-21
53224463,30978764,Brooklyn,Greenpoint,Entire home/apt,,30,9,2024-02-18
14016206,18881301,Brooklyn,Williamsburg,Private room,,30,0,
25486302,61391963,Manhattan,Kips Bay,Entire home/apt,52.0,30,15,2024-08-31
19239928,5530093,Manhattan,Upper East Side,Entire home/apt,,30,3,2017-11-07
688860783880686558,342815607,Manhattan,Hell's Kitchen,Entire home/apt,,150,0,
1026844802266255599,501999278,Manhattan,Theater District,Hotel room,100.0,1,13,2024-09-01
14217692,6702100,Brooklyn,Williamsburg,Private room,,30,9,2017-07-30
14312497,38681372,Manhattan,Upper East Side,Entire home/apt,,30,15,2017-05-01
14340142,43817869,Brooklyn,Bedford-Stuyvesant,Private room,,5,65,2024-07-30
48382594,390535864,Queens,Elmhurst,Private room,,30,0,
